Nome,Sobrenome,Email,Cidade,Estado
Sarah,Correia,SarahCarvalhoCorreia@superrito.com,Teresópolis,RJ
Ágatha,Azevedo,AgathaCostaAzevedo@jourrapide.com,Mossoró,RN
Evelyn,Azevedo,EvelynGoncalvesAzevedo@cuvox.de,Manaus,AM
Lara,Souza,LaraSousaSouza@jourrapide.com,São João Del Rei,MG
Daniel,Martins,DanielSouzaMartins@rhyta.com,São Paulo,SP
Gabrielly,Alves,GabriellyCunhaAlves@teleworm.us,São Paulo,SP
Felipe,Ribeiro,FelipeSousaRibeiro@cuvox.de,São Bernardo do Campo,SP
Pedro,Barbosa,PedroBarrosBarbosa@gustr.com,Vila Velha,ES
Luana,Barros,LuanaSantosBarros@dayrep.com,Salvador,BA
Laura,Carvalho,LauraSantosCarvalho@fleckens.hu,Itapecerica da Serra,SP
Mateus,Barros,MateusCorreiaBarros@rhyta.com,Feira de Santana,BA
Estevan,Goncalves,EstevanBarrosGoncalves@armyspy.com,Ribeirão das Neves,MG
Livia,Pinto,LiviaMeloPinto@armyspy.com,Petrolina,PE
Beatrice,Costa,BeatriceFernandesCosta@teleworm.us,Caruaru,PE
Thaís,Araujo,ThaisAzevedoAraujo@fleckens.hu,São Caetano do Sul,SP
Cauã,Gomes,CauaCorreiaGomes@rhyta.com,São Paulo,SP
Isabella,Costa,IsabellaRibeiroCosta@einrot.com,Cabo de Santo Agostinho,PE
Igor,Araujo,IgorCastroAraujo@fleckens.hu,Uberaba,MG
Diogo,Correia,DiogoSousaCorreia@teleworm.us,São Paulo,SP
Victor,Rodrigues,VictorSilvaRodrigues@armyspy.com,Belém,PA
Tiago,Melo,TiagoMartinsMelo@superrito.com,São Paulo,SP
Letícia,Cardoso,LeticiaSilvaCardoso@jourrapide.com,Londrina,PR
Caio,Santos,CaioCarvalhoSantos@cuvox.de,Serra,ES
Rodrigo,Santos,RodrigoCardosoSantos@fleckens.hu,Ribeirão Preto,SP
Júlia,Barros,JuliaRibeiroBarros@fleckens.hu,Sorocaba,SP
Matilde,Ferreira,MatildePintoFerreira@dayrep.com,São Paulo,SP
Bianca,Pereira,BiancaCorreiaPereira@cuvox.de,Santa Maria,RS
Bruna,Lima,BrunaCorreiaLima@superrito.com,Feira de Santana,BA
Leonor,Gomes,LeonorSousaGomes@rhyta.com,Governador Valadares,MG
Nicole,Cunha,NicoleDiasCunha@rhyta.com,Araucária,PR
Maria,Fernandes,MariaCarvalhoFernandes@rhyta.com,Salvador,BA
Kaua,Fernandes,KauaBarrosFernandes@cuvox.de,Goiânia,GO
Manuela,Cunha,ManuelaLimaCunha@rhyta.com,Itapetininga,SP
Eduarda,Sousa,EduardaLimaSousa@cuvox.de,Belo Horizonte,MG
Vitór,Souza,VitorGomesSouza@fleckens.hu,Jaboticabal,SP
Beatrice,Pereira,BeatriceAraujoPereira@teleworm.us,Curitiba,PR
Tânia,Ribeiro,TaniaAzevedoRibeiro@gustr.com,Rio de Janeiro,RJ
Carlos,Santos,CarlosCavalcantiSantos@armyspy.com,Franca,SP
Tânia,Correia,TaniaDiasCorreia@superrito.com,João Pessoa,PB
Raissa,Santos,RaissaAraujoSantos@cuvox.de,Jaboatão dos Guararapes,PE
Rafael,Sousa,RafaelSouzaSousa@teleworm.us,São Paulo,SP
Giovanna,Fernandes,GiovannaCastroFernandes@jourrapide.com,São Paulo,SP
Kauê,Rodrigues,KaueCarvalhoRodrigues@jourrapide.com,Recife,PE
Camila,Cavalcanti,CamilaBarrosCavalcanti@fleckens.hu,Samambaia,DF
Guilherme,Ribeiro,GuilhermeCostaRibeiro@jourrapide.com,Nova Iguaçu,RJ
Danilo,Silva,DaniloCostaSilva@superrito.com,Aparecida de Goiânia,GO
Daniel,Lima,DanielAlvesLima@rhyta.com,São Paulo,SP
Kauê,Cavalcanti,KauePintoCavalcanti@jourrapide.com,Jataí,GO
Vitória,Rocha,VitoriaCostaRocha@fleckens.hu,Uberaba,MG
Livia,Souza,LiviaOliveiraSouza@dayrep.com,Salvador,BA
Erick,Pereira,ErickFerreiraPereira@armyspy.com,Paranoá,DF
Vitor,Carvalho,VitorLimaCarvalho@rhyta.com,Jaboatão dos Guararapes,PE
João,Gomes,JoaoAlmeidaGomes@dayrep.com,Belo Horizonte,MG
Beatrice,Fernandes,BeatriceBarbosaFernandes@superrito.com,Porto Alegre,RS
Maria,Souza,MariaGoncalvesSouza@cuvox.de,Jacareí,SP
Clara,Gomes,ClaraCavalcantiGomes@jourrapide.com,Itapeva,SP
Gabrielle,Cavalcanti,GabrielleOliveiraCavalcanti@superrito.com,Rio de Janeiro,RJ
Luís,Azevedo,LuisBarrosAzevedo@cuvox.de,Arapongas,PR
Lara,Oliveira,LaraMeloOliveira@dayrep.com,Rio de Janeiro,RJ
Isabelle,Almeida,IsabelleCavalcantiAlmeida@fleckens.hu,Campo Grande,MS
Amanda,Barbosa,AmandaSilvaBarbosa@cuvox.de,Carapicuíba,SP
Ryan,Pinto,RyanCostaPinto@einrot.com,Gravataí,RS
Nicolash,Souza,NicolashFerreiraSouza@jourrapide.com,São Paulo,SP
Nicolas,Oliveira,NicolasCastroOliveira@superrito.com,Porto Alegre,RS
Anna,Castro,AnnaCunhaCastro@superrito.com,Belo Horizonte,MG
Ágatha,Sousa,AgathaFernandesSousa@rhyta.com,Cachoeiro de Itapemirim,ES
Diego,Araujo,DiegoRodriguesAraujo@armyspy.com,Contagem,MG
Paulo,Fernandes,PauloAlmeidaFernandes@rhyta.com,Samambaia,DF
Fábio,Pinto,FabioRibeiroPinto@gustr.com,Valparaíso de Goiás,GO
Samuel,Souza,SamuelAzevedoSouza@gustr.com,Goiânia,GO
Vitória,Lima,VitoriaAlvesLima@dayrep.com,Cariacica,ES
Vitór,Gomes,VitorPereiraGomes@armyspy.com,Luziânia,GO
Beatrice,Fernandes,BeatriceRibeiroFernandes@gustr.com,Ribeirão das Neves,MG
Bruna,Barbosa,BrunaAlvesBarbosa@cuvox.de,São Paulo,SP
Douglas,Araujo,DouglasGomesAraujo@teleworm.us,Belo Horizonte,MG
Julia,Sousa,JuliaFernandesSousa@fleckens.hu,São Gonçalo,RJ
Eduarda,Costa,EduardaRodriguesCosta@dayrep.com,Barretos,SP
Laura,Cunha,LauraBarbosaCunha@dayrep.com,Joinville,SC
Otávio,Barros,OtavioGomesBarros@teleworm.us,Itumbiara,GO
Marisa,Rocha,MarisaCostaRocha@jourrapide.com,Ananindeua,PA
Aline,Dias,AlineCastroDias@jourrapide.com,Salvador,BA
Cauã,Ferreira,CauaBarrosFerreira@rhyta.com,Suzano,SP
Larissa,Goncalves,LarissaLimaGoncalves@gustr.com,Caxias do Sul,RS
Isabela,Sousa,IsabelaMeloSousa@jourrapide.com,São Paulo,SP
Bruno,Lima,BrunoRochaLima@rhyta.com,Londrina,PR
Melissa,Cunha,MelissaGoncalvesCunha@cuvox.de,Arapongas,PR
Marcos,Goncalves,MarcosLimaGoncalves@teleworm.us,Campina Grande,PB
Eduardo,Silva,EduardoPintoSilva@rhyta.com,Belford Roxo,RJ
Carlos,Gomes,CarlosSouzaGomes@fleckens.hu,Campinas,SP
Julieta,Lima,JulietaFerreiraLima@teleworm.us,Bauru,SP
Rafaela,Azevedo,RafaelaCunhaAzevedo@jourrapide.com,São Vicente,SP
Isabella,Almeida,IsabellaAlvesAlmeida@teleworm.us,Paulista,PE
Vitoria,Rodrigues,VitoriaDiasRodrigues@einrot.com,Itaquaquecetuba,SP
Beatriz,Rodrigues,BeatrizCavalcantiRodrigues@einrot.com,Barretos,SP
Rafael,Barros,RafaelAlvesBarros@dayrep.com,Fortaleza,CE
Caio,Gomes,CaioLimaGomes@dayrep.com,Guará,DF
Kauê,Martins,KaueSouzaMartins@armyspy.com,Vitória,ES
Gabrielle,Cardoso,GabrielleBarbosaCardoso@dayrep.com,Cabo Frio,RJ
Igor,Carvalho,IgorFerreiraCarvalho@gustr.com,Contagem,MG
Cauã,Ribeiro,CauaLimaRibeiro@cuvox.de,Salvador,BA
Leila,Azevedo,LeilaSouzaAzevedo@dayrep.com,Brusque,SC
Kauê,Fernandes,KaueMartinsFernandes@armyspy.com,Taguatinga,DF
Emily,Ribeiro,EmilyFerreiraRibeiro@armyspy.com,Manaus,AM
Samuel,Lima,SamuelSantosLima@armyspy.com,Xinguara,PA
Sofia,Carvalho,SofiaFernandesCarvalho@dayrep.com,Guarulhos,SP
Alice,Sousa,AliceGomesSousa@jourrapide.com,Serra,ES
Maria,Lima,MariaOliveiraLima@rhyta.com,Várzea Grande,MT
Tânia,Cavalcanti,TaniaRochaCavalcanti@rhyta.com,Montes Claros,MG
Nicolas,Rocha,NicolasOliveiraRocha@superrito.com,Coronel Fabriciano,MG
Igor,Carvalho,IgorOliveiraCarvalho@einrot.com,Rio Branco,AC
Thiago,Gomes,ThiagoMeloGomes@fleckens.hu,Uberaba,MG
Diogo,Melo,DiogoCastroMelo@rhyta.com,Natal,RN
Lavinia,Ferreira,LaviniaCarvalhoFerreira@teleworm.us,Itajaí,SC
Matheus,Oliveira,MatheusCostaOliveira@jourrapide.com,Goiânia,GO
Igor,Pereira,IgorDiasPereira@fleckens.hu,Ituiutaba,MG
Carlos,Ribeiro,CarlosLimaRibeiro@superrito.com,Paulista,PE
Vitor,Pinto,VitorRibeiroPinto@teleworm.us,Ponte Nova,MG
Livia,Ribeiro,LiviaAlvesRibeiro@einrot.com,Jataí,GO
Laura,Cunha,LauraCavalcantiCunha@superrito.com,Londrina,PR
Maria,Almeida,MariaRibeiroAlmeida@teleworm.us,Manaus,AM
Rafael,Alves,RafaelGomesAlves@jourrapide.com,Feira de Santana,BA
Nicolas,Barros,NicolasFernandesBarros@rhyta.com,Formosa,GO
Isabelle,Ribeiro,IsabelleAlvesRibeiro@teleworm.us,Contagem,MG
Guilherme,Goncalves,GuilhermeCardosoGoncalves@superrito.com,Porto Velho,RO
Camila,Gomes,CamilaMeloGomes@gustr.com,Hortolândia,SP
Matilde,Carvalho,MatildeCardosoCarvalho@teleworm.us,Vitória,ES
Luiz,Sousa,LuizSantosSousa@jourrapide.com,Curitiba,PR
Sofia,Pereira,SofiaBarbosaPereira@cuvox.de,Maringá,PR
Lucas,Dias,LucasCunhaDias@cuvox.de,Ceilândia,DF
Marcos,Barbosa,MarcosCorreiaBarbosa@dayrep.com,Ananindeua,PA
Giovanna,Melo,GiovannaBarrosMelo@armyspy.com,Cabo Frio,RJ
Julieta,Almeida,JulietaCardosoAlmeida@einrot.com,Goiânia,GO
Gabriel,Rodrigues,GabrielSantosRodrigues@einrot.com,São Paulo,SP
Camila,Souza,CamilaCorreiaSouza@gustr.com,Natal,RN
Pedro,Sousa,PedroRibeiroSousa@cuvox.de,São Luís,MA
Beatrice,Castro,BeatriceRochaCastro@superrito.com,Carapicuíba,SP
Felipe,Ribeiro,FelipeAlvesRibeiro@teleworm.us,Tatuí,SP
Lara,Pereira,LaraFernandesPereira@einrot.com,Recife,PE
Matheus,Ribeiro,MatheusGoncalvesRibeiro@jourrapide.com,Goiânia,GO
Julieta,Ribeiro,JulietaRochaRibeiro@rhyta.com,Ribeirão Preto,SP
Tiago,Goncalves,TiagoRodriguesGoncalves@rhyta.com,Núcleo Bandeirante,DF
Beatriz,Azevedo,BeatrizAraujoAzevedo@teleworm.us,Itatiba,SP
Isabella,Melo,IsabellaBarbosaMelo@armyspy.com,Sorocaba,SP
Maria,Barros,MariaRodriguesBarros@superrito.com,Belo Horizonte,MG
Nicole,Lima,NicoleCarvalhoLima@teleworm.us,Botucatu,SP
Raissa,Pereira,RaissaMeloPereira@jourrapide.com,Porto Velho,RO
Kaua,Sousa,KauaLimaSousa@armyspy.com,Nova Iguaçu,RJ
Raissa,Martins,RaissaSouzaMartins@dayrep.com,Serra,ES
Vitor,Rodrigues,VitorMeloRodrigues@jourrapide.com,Rio de Janeiro,RJ
Marisa,Pinto,MarisaCarvalhoPinto@cuvox.de,Duque de Caxias,RJ
Vinícius,Ferreira,ViniciusAraujoFerreira@einrot.com,São Paulo,SP
Rebeca,Almeida,RebecaCastroAlmeida@gustr.com,São Vicente,SP
Emily,Melo,EmilyCorreiaMelo@armyspy.com,Campinas,SP
Lucas,Araujo,LucasBarrosAraujo@teleworm.us,Aparecida de Goiânia,GO
Kauã,Pereira,KauaMartinsPereira@dayrep.com,Camaçari,BA
Cauã,Almeida,CauaRochaAlmeida@einrot.com,Anápolis,GO
Giovanna,Rodrigues,GiovannaOliveiraRodrigues@fleckens.hu,Bauru,SP
Letícia,Souza,LeticiaRochaSouza@fleckens.hu,Fortaleza,CE
Anna,Silva,AnnaAlmeidaSilva@fleckens.hu,Salvador,BA
Daniel,Cavalcanti,DanielAlvesCavalcanti@einrot.com,Guarulhos,SP
Igor,Ribeiro,IgorAlmeidaRibeiro@gustr.com,Ribeirão Preto,SP
Isabela,Oliveira,IsabelaSouzaOliveira@fleckens.hu,João Pessoa,PB
Joao,Oliveira,JoaoMeloOliveira@armyspy.com,Mesquita,RJ
Camila,Fernandes,CamilaCastroFernandes@teleworm.us,Luziânia,GO
Mariana,Fernandes,MarianaBarrosFernandes@cuvox.de,Maceió,AL
Arthur,Azevedo,ArthurPintoAzevedo@einrot.com,São Lourenço da Mata,PE
Kai,Araujo,KaiCardosoAraujo@teleworm.us,Cruz Alta,RS
Beatrice,Oliveira,BeatriceRodriguesOliveira@jourrapide.com,Recife,PE
Diogo,Costa,DiogoPintoCosta@cuvox.de,Recife,PE
Isabela,Santos,IsabelaFerreiraSantos@superrito.com,São Paulo,SP
Ágatha,Lima,AgathaFernandesLima@jourrapide.com,Vitória,ES
Emilly,Cunha,EmillyAlvesCunha@superrito.com,Duque de Caxias,RJ
Beatriz,Pereira,BeatrizGomesPereira@einrot.com,Manaus,AM
Murilo,Almeida,MuriloMartinsAlmeida@cuvox.de,Uberlândia,MG
Davi,Gomes,DaviPereiraGomes@superrito.com,São Paulo,SP
Letícia,Barbosa,LeticiaRibeiroBarbosa@teleworm.us,Campina Grande,PB
Thaís,Gomes,ThaisRodriguesGomes@superrito.com,Rio de Janeiro,RJ
Eduardo,Correia,EduardoAlvesCorreia@cuvox.de,Assis,SP
Erick,Gomes,ErickCastroGomes@armyspy.com,Fortaleza,CE
Thiago,Ribeiro,ThiagoAlvesRibeiro@einrot.com,Cachoeiro de Itapemirim,ES
Isabela,Gomes,IsabelaBarbosaGomes@teleworm.us,Rio de Janeiro,RJ
Rafaela,Gomes,RafaelaLimaGomes@fleckens.hu,São Paulo,SP
Marina,Fernandes,MarinaMartinsFernandes@superrito.com,Ribeirão Preto,SP
Ryan,Azevedo,RyanAlmeidaAzevedo@teleworm.us,Caraguatatuba,SP
Carlos,Barbosa,CarlosDiasBarbosa@fleckens.hu,Arcoverde,PE
Bianca,Costa,BiancaCunhaCosta@teleworm.us,São Paulo,SP
Raissa,Azevedo,RaissaBarrosAzevedo@armyspy.com,Divinópolis,MG
Aline,Goncalves,AlineMeloGoncalves@dayrep.com,São Paulo,SP
Luiza,Almeida,LuizaBarbosaAlmeida@gustr.com,São Paulo,SP
Erick,Barbosa,ErickPereiraBarbosa@armyspy.com,Duque de Caxias,RJ
Júlio,Gomes,JulioGoncalvesGomes@superrito.com,Itabuna,BA
Joao,Cardoso,JoaoSantosCardoso@einrot.com,Bragança Paulista,SP
Luís,Rodrigues,LuisCastroRodrigues@rhyta.com,Goiânia,GO
Gabrielle,Cavalcanti,GabriellePereiraCavalcanti@superrito.com,Bragança Paulista,SP
Estevan,Costa,EstevanSilvaCosta@cuvox.de,Taboão da Serra,SP
Julieta,Pinto,JulietaGomesPinto@einrot.com,Fortaleza,CE
Arthur,Lima,ArthurOliveiraLima@gustr.com,Botucatu,SP
Kaua,Azevedo,KauaCunhaAzevedo@gustr.com,Ipatinga,MG
Melissa,Ferreira,MelissaAzevedoFerreira@dayrep.com,Goiânia,GO
Gabrielly,Alves,GabriellyDiasAlves@rhyta.com,Betim,MG
Gabriela,Ferreira,GabrielaGomesFerreira@fleckens.hu,Ourinhos,SP
Beatriz,Barbosa,BeatrizAzevedoBarbosa@rhyta.com,Curitiba,PR
Ágatha,Castro,AgathaSantosCastro@jourrapide.com,Fortaleza,CE
Vitória,Alves,VitoriaMeloAlves@einrot.com,São Paulo,SP
Enzo,Barbosa,EnzoFerreiraBarbosa@einrot.com,Jaboatão dos Guararapes,PE
Carlos,Barbosa,CarlosPintoBarbosa@jourrapide.com,São Luís,MA
Matilde,Fernandes,MatildeCostaFernandes@dayrep.com,Salvador,BA
Sarah,Souza,SarahRodriguesSouza@rhyta.com,Teixeira de Freitas,BA
Rodrigo,Araujo,RodrigoDiasAraujo@gustr.com,Brusque,SC
Miguel,Pereira,MiguelDiasPereira@jourrapide.com,Cascavel,PR
Marcos,Oliveira,MarcosAzevedoOliveira@jourrapide.com,Campos dos Goytacazes,RJ
Nicolas,Rodrigues,NicolasPereiraRodrigues@fleckens.hu,São Bernardo do Campo,SP
Joao,Alves,JoaoAraujoAlves@jourrapide.com,Maringá,PR
Sofia,Gomes,SofiaCardosoGomes@einrot.com,Petrolina,PE
Lara,Rocha,LaraOliveiraRocha@armyspy.com,São José dos Pinhais,PR
Melissa,Castro,MelissaPintoCastro@einrot.com,São Paulo,SP
Lara,Carvalho,LaraGomesCarvalho@einrot.com,Goiânia,GO
Eduarda,Alves,EduardaSantosAlves@teleworm.us,Juiz de Fora,MG
João,Barbosa,JoaoLimaBarbosa@dayrep.com,Japeri,RJ
Joao,Pereira,JoaoCavalcantiPereira@dayrep.com,Cabo Frio,RJ
Bruno,Pinto,BrunoOliveiraPinto@rhyta.com,Blumenau,SC
Yasmin,Almeida,YasminBarbosaAlmeida@superrito.com,Corumbá,MS
Laura,Ribeiro,LauraGomesRibeiro@superrito.com,Alegrete,RS
Larissa,Barbosa,LarissaRochaBarbosa@einrot.com,Tubarão,SC
Renan,Goncalves,RenanFerreiraGoncalves@einrot.com,Arapiraca,AL
Sofia,Melo,SofiaBarrosMelo@einrot.com,Franca,SP
Gabrielly,Almeida,GabriellySilvaAlmeida@teleworm.us,Poá,SP
Luiz,Silva,LuizCardosoSilva@superrito.com,Jequié,BA
Arthur,Silva,ArthurFerreiraSilva@armyspy.com,Caruaru,PE
Sarah,Pinto,SarahCarvalhoPinto@rhyta.com,Salvador,BA
Nicolas,Melo,NicolasSousaMelo@jourrapide.com,São Paulo,SP
Sarah,Castro,SarahGomesCastro@einrot.com,Francisco Morato,SP
Luan,Correia,LuanPintoCorreia@fleckens.hu,Aparecida de Goiânia,GO
Kauê,Melo,KaueFernandesMelo@gustr.com,Goiânia,GO
Tiago,Almeida,TiagoBarrosAlmeida@superrito.com,Anápolis,GO
Lavinia,Cardoso,LaviniaGomesCardoso@superrito.com,São Paulo,SP
Joao,Araujo,JoaoCunhaAraujo@jourrapide.com,Mossoró,RN
Ágatha,Pereira,AgathaBarbosaPereira@fleckens.hu,Salvador,BA
Sofia,Rodrigues,SofiaPintoRodrigues@cuvox.de,Niterói,RJ
Kaua,Rocha,KauaAraujoRocha@jourrapide.com,Várzea Grande,MT
Eduardo,Melo,EduardoSilvaMelo@jourrapide.com,Boa Vista,RR
Julia,Alves,JuliaSousaAlves@superrito.com,Varginha,MG
João,Dias,JoaoRodriguesDias@einrot.com,Gurupi,TO
Joao,Castro,JoaoCunhaCastro@einrot.com,Cruz Alta,RS
Alex,Fernandes,AlexCarvalhoFernandes@einrot.com,São Luís,MA
Luiza,Santos,LuizaOliveiraSantos@cuvox.de,Mossoró,RN
Tomás,Azevedo,TomasCastroAzevedo@gustr.com,Belo Horizonte,MG
Bruna,Rocha,BrunaRibeiroRocha@dayrep.com,Resende,RJ
Tomás,Dias,TomasBarrosDias@superrito.com,Contagem,MG
Larissa,Costa,LarissaCunhaCosta@fleckens.hu,Recife,PE
Renan,Cunha,RenanRochaCunha@einrot.com,São José,SC
Brenda,Pinto,BrendaMartinsPinto@einrot.com,Palhoça,SC
Breno,Gomes,BrenoSilvaGomes@superrito.com,Campo Grande,MS
Emily,Azevedo,EmilyCarvalhoAzevedo@jourrapide.com,Cabo de Santo Agostinho,PE
Daniel,Araujo,DanielCorreiaAraujo@armyspy.com,Anápolis,GO
Miguel,Oliveira,MiguelMartinsOliveira@dayrep.com,Campinas,SP
Brenda,Pinto,BrendaFernandesPinto@einrot.com,São Paulo,SP
Manuela,Carvalho,ManuelaAraujoCarvalho@einrot.com,Alagoinhas,BA
Alice,Santos,AliceCardosoSantos@cuvox.de,Londrina,PR
Vinicius,Santos,ViniciusAraujoSantos@armyspy.com,Anápolis,GO
Camila,Ferreira,CamilaRibeiroFerreira@teleworm.us,Uberaba,MG
Carlos,Castro,CarlosCavalcantiCastro@superrito.com,Caruaru,PE
Raissa,Silva,RaissaRodriguesSilva@rhyta.com,Queimados,RJ
Gabrielly,Cavalcanti,GabriellyAraujoCavalcanti@superrito.com,Osasco,SP
Beatrice,Cavalcanti,BeatriceGoncalvesCavalcanti@dayrep.com,Bragança Paulista,SP
Maria,Alves,MariaBarbosaAlves@jourrapide.com,Fortaleza,CE
Luís,Goncalves,LuisSilvaGoncalves@superrito.com,Curitiba,PR
Vitór,Almeida,VitorRodriguesAlmeida@einrot.com,Poços de Caldas,MG
Carolina,Silva,CarolinaRodriguesSilva@teleworm.us,Guarulhos,SP
Leila,Alves,LeilaRodriguesAlves@armyspy.com,Curitiba,PR
Leonardo,Silva,LeonardoMartinsSilva@armyspy.com,Campinas,SP
Bruno,Gomes,BrunoBarbosaGomes@dayrep.com,Patos de Minas,MG
Carla,Dias,CarlaSantosDias@armyspy.com,Sete Lagoas,MG
Nicole,Cunha,NicoleGomesCunha@cuvox.de,Itapevi,SP
Joao,Goncalves,JoaoAraujoGoncalves@jourrapide.com,Arapongas,PR
Arthur,Rocha,ArthurAlmeidaRocha@armyspy.com,João Pessoa,PB
Eduarda,Rocha,EduardaCorreiaRocha@superrito.com,Joinville,SC
Nicolas,Almeida,NicolasCorreiaAlmeida@einrot.com,Santo Antônio de Jesus,BA
Vitor,Oliveira,VitorRochaOliveira@einrot.com,Ribeirão Preto,SP
Giovana,Costa,GiovanaBarrosCosta@dayrep.com,Petrolina,PE
Laura,Rodrigues,LauraCunhaRodrigues@fleckens.hu,Salvador,BA
Nicolas,Barros,NicolasRodriguesBarros@jourrapide.com,Pirassununga,SP
Livia,Silva,LiviaCardosoSilva@rhyta.com,Itapecerica da Serra,SP
Rafaela,Dias,RafaelaBarbosaDias@superrito.com,Jataí,GO
Kai,Martins,KaiAzevedoMartins@gustr.com,Florianópolis,SC
Danilo,Gomes,DaniloSouzaGomes@gustr.com,São Paulo,SP
Felipe,Castro,FelipeCardosoCastro@teleworm.us,Contagem,MG
Beatrice,Cunha,BeatriceSousaCunha@rhyta.com,Limeira,SP
Yasmin,Ferreira,YasminOliveiraFerreira@cuvox.de,Sete Lagoas,MG
Luana,Barros,LuanaBarbosaBarros@fleckens.hu,Riacho Fundo,DF
Julian,Pereira,JulianLimaPereira@armyspy.com,Santa Bárbara D'Oeste,SP
Rafaela,Ferreira,RafaelaRochaFerreira@einrot.com,Florianópolis,SC
Vitór,Correia,VitorAraujoCorreia@gustr.com,Guarulhos,SP
Leonor,Souza,LeonorSantosSouza@rhyta.com,Aparecida de Goiânia,GO
Alex,Goncalves,AlexFernandesGoncalves@jourrapide.com,São José dos Campos,SP
João,Santos,JoaoPintoSantos@jourrapide.com,Taboão da Serra,SP
Camila,Ferreira,CamilaSantosFerreira@cuvox.de,Salvador,BA
Luis,Oliveira,LuisLimaOliveira@einrot.com,Quatis,RJ
Melissa,Oliveira,MelissaAzevedoOliveira@fleckens.hu,Aracaju,SE
Amanda,Almeida,AmandaSousaAlmeida@teleworm.us,Fortaleza,CE
Júlio,Silva,JulioCastroSilva@dayrep.com,Campinas,SP
Bruna,Cavalcanti,BrunaRochaCavalcanti@dayrep.com,Novo Hamburgo,RS
Sophia,Rocha,SophiaDiasRocha@dayrep.com,Ribeirão Preto,SP
Nicolash,Lima,NicolashCavalcantiLima@superrito.com,Goiânia,GO
Júlio,Cavalcanti,JulioCorreiaCavalcanti@teleworm.us,Mauá,SP
Douglas,Castro,DouglasMeloCastro@fleckens.hu,Assis,SP
Thiago,Fernandes,ThiagoRibeiroFernandes@superrito.com,Jacareí,SP
Sophia,Souza,SophiaRochaSouza@cuvox.de,Campo Mourão,PR
Bruno,Barbosa,BrunoFerreiraBarbosa@armyspy.com,Santana de Parnaíba,SP
Gabrielle,Goncalves,GabrielleSouzaGoncalves@armyspy.com,Ribeirão Preto,SP
Guilherme,Rodrigues,GuilhermeSilvaRodrigues@rhyta.com,Montes Claros,MG
Caio,Martins,CaioOliveiraMartins@dayrep.com,Manaus,AM
Gabrielly,Dias,GabriellyFernandesDias@einrot.com,Botucatu,SP
Anna,Pereira,AnnaSousaPereira@teleworm.us,Aparecida de Goiânia,GO
Aline,Gomes,AlineCastroGomes@teleworm.us,Bauru,SP
Vitoria,Barros,VitoriaCunhaBarros@dayrep.com,Várzea Grande,MT
Nicolash,Almeida,NicolashAlvesAlmeida@dayrep.com,Guarapari,ES
Anna,Rodrigues,AnnaFernandesRodrigues@jourrapide.com,São Paulo,SP
Marina,Sousa,MarinaCorreiaSousa@fleckens.hu,Natal,RN
Antônio,Barros,AntonioFernandesBarros@rhyta.com,Santa Maria,RS
Gustavo,Melo,GustavoAzevedoMelo@gustr.com,Anápolis,GO
Raissa,Rocha,RaissaFerreiraRocha@armyspy.com,Piracicaba,SP
Estevan,Cardoso,EstevanRochaCardoso@teleworm.us,Campina Grande,PB
Enzo,Barbosa,EnzoCastroBarbosa@jourrapide.com,Florianópolis,SC
Luis,Cardoso,LuisFerreiraCardoso@fleckens.hu,Suzano,SP
Eduarda,Goncalves,EduardaPereiraGoncalves@rhyta.com,São Paulo,SP
Pedro,Ribeiro,PedroFerreiraRibeiro@gustr.com,Serra,ES
Julieta,Alves,JulietaCarvalhoAlves@fleckens.hu,Poá,SP
Martim,Dias,MartimRodriguesDias@superrito.com,Contagem,MG
Caio,Martins,CaioRodriguesMartins@cuvox.de,Guará,DF
Samuel,Barros,SamuelSantosBarros@gustr.com,Nova Iguaçu,RJ
Lara,Araujo,LaraSilvaAraujo@gustr.com,Maringá,PR
José,Rodrigues,JoseCarvalhoRodrigues@cuvox.de,Presidente Prudente,SP
Arthur,Gomes,ArthurSantosGomes@cuvox.de,Joinville,SC
Anna,Carvalho,AnnaSilvaCarvalho@superrito.com,Itapetininga,SP
Lara,Gomes,LaraAraujoGomes@teleworm.us,São Paulo,SP
Carolina,Ribeiro,CarolinaRodriguesRibeiro@einrot.com,Birigüi,SP
Tiago,Rodrigues,TiagoCostaRodrigues@einrot.com,Jaú,SP
Carolina,Rocha,CarolinaMartinsRocha@superrito.com,Blumenau,SC
Diogo,Pereira,DiogoFernandesPereira@einrot.com,Natal,RN
Júlia,Ferreira,JuliaSousaFerreira@einrot.com,Londrina,PR
Estevan,Sousa,EstevanRochaSousa@jourrapide.com,Recife,PE
Leonor,Fernandes,LeonorCostaFernandes@superrito.com,Barra Mansa,RJ
Breno,Santos,BrenoAzevedoSantos@fleckens.hu,Cuiabá,MT
Caio,Santos,CaioBarrosSantos@rhyta.com,Ponta Grossa,PR
Cauã,Alves,CauaAraujoAlves@dayrep.com,Araçatuba,SP
Tomás,Ribeiro,TomasCostaRibeiro@gustr.com,Serra,ES
Larissa,Azevedo,LarissaOliveiraAzevedo@teleworm.us,Pato Branco,PR
Yasmin,Rodrigues,YasminLimaRodrigues@cuvox.de,Rondonópolis,MT
Vinícius,Rocha,ViniciusDiasRocha@armyspy.com,Curitiba,PR
Matilde,Costa,MatildeRochaCosta@dayrep.com,Recife,PE
